Wausau,44.9504388,-89.6669058
Eau Claire,44.929107,-89.623065
La Crosse,43.8790055,-91.1911915
Mauston,43.7959047,-90.0617962
Sheboygan,43.8694788,-90.1741984
Madison,43.125046,-89.308405
Pleasant Prairie,42.5162361,-87.9508029
